colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info
v370_undrdsng_hgh_clng_tf,_undrdsng_hgh_clng_tf,v370_undrdsng_hgh_clng,1,1,1,,312344,1,1,14843,v370_undrdsng_hgh_clng,1,1,"T50.1 - Poisoning by, adverse effect of and underdosing of loop [high-ceiling] diuretics",370,ICD10,1,,,v370,,
v370_undrdsng_hgh_clng,_undrdsng_hgh_clng,,1,1,1,,312344,1,1,14843,v370_undrdsng_hgh_clng,1,1,"T50.1 - Poisoning by, adverse effect of and underdosing of loop [high-ceiling] diuretics",370,ICD10,1,,,v370,,TRUE
v371_crbnc_anhdrs_tf,_crbnc_anhdrs_tf,v371_crbnc_anhdrs,2,1,1,,312343,1,2,14842,v371_crbnc_anhdrs,1,1,"T50.2 - Poisoning by, adverse effect of and underdosing of carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics",371,ICD10,1,,,v371,,
v371_crbnc_anhdrs,_crbnc_anhdrs,,2,1,1,,312343,1,2,14842,v371_crbnc_anhdrs,1,1,"T50.2 - Poisoning by, adverse effect of and underdosing of carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics",371,ICD10,1,,,v371,,TRUE
v373_mdcmnts_sbstncs_tf,_mdcmnts_sbstncs_tf,v373_mdcmnts_sbstncs,30,1,1,,312291,2,54,14814,v373_mdcmnts_sbstncs,4,9,"T50.9 - Poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances",373,ICD10,2,,,v373,,
v373_mdcmnts_sbstncs,_mdcmnts_sbstncs,,30,1,1,,312291,2,54,14814,v373_mdcmnts_sbstncs,4,9,"T50.9 - Poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances",373,ICD10,2,,,v373,,TRUE
v374_Asphxtn_ptnts_tf,_Asphxtn_ptnts_tf,v374_Asphxtn_ptnts,3,1,1,,312342,2,3,14841,v374_Asphxtn_ptnts,2,2,T71 - Asphyxiation,374,ICD10,2,,,v374,,
v374_Asphxtn_ptnts,_Asphxtn_ptnts,,3,1,1,,312342,2,3,14841,v374_Asphxtn_ptnts,2,2,T71 - Asphyxiation,374,ICD10,2,,,v374,,TRUE
v375_hmrhg_ptnts_tf,_hmrhg_ptnts_tf,v375_hmrhg_ptnts,1,1,1,,312344,1,1,14843,v375_hmrhg_ptnts,1,1,T79.2 - Traumatic secondary and recurrent hemorrhage and seroma,375,ICD10,1,,,v375,,
v375_hmrhg_ptnts,_hmrhg_ptnts,,1,1,1,,312344,1,1,14843,v375_hmrhg_ptnts,1,1,T79.2 - Traumatic secondary and recurrent hemorrhage and seroma,375,ICD10,1,,,v375,,TRUE
v376_Trmtc_ptnts_tf,_Trmtc_ptnts_tf,v376_Trmtc_ptnts,1,1,1,,312344,1,1,14843,v376_Trmtc_ptnts,1,1,T79.6 - Traumatic ischemia of muscle,376,ICD10,1,,,v376,,
v376_Trmtc_ptnts,_Trmtc_ptnts,,1,1,1,,312344,1,1,14843,v376_Trmtc_ptnts,1,1,T79.6 - Traumatic ischemia of muscle,376,ICD10,1,,,v376,,TRUE
v377_sbctns_emphsm_tf,_sbctns_emphsm_tf,v377_sbctns_emphsm,6,1,2,,312335,1,10,14838,v377_sbctns_emphsm,1,1,T79.7 - Traumatic subcutaneous emphysema,377,ICD10,2,,,v377,,
v377_sbctns_emphsm,_sbctns_emphsm,,6,1,2,,312335,1,10,14838,v377_sbctns_emphsm,1,1,T79.7 - Traumatic subcutaneous emphysema,377,ICD10,2,,,v377,,TRUE
v380_cmplctns_thrptc_tf,_cmplctns_thrptc_tf,v380_cmplctns_thrptc,1,1,1,,312344,2,1,14843,v380_cmplctns_thrptc,2,1,"T80.8 - Other complications following infusion, transfusion and therapeutic injection",380,ICD10,2,,,v380,,
v380_cmplctns_thrptc,_cmplctns_thrptc,,1,1,1,,312344,2,1,14843,v380_cmplctns_thrptc,2,1,"T80.8 - Other complications following infusion, transfusion and therapeutic injection",380,ICD10,2,,,v380,,TRUE
v381_cmplctn_thrptc_tf,_cmplctn_thrptc_tf,v381_cmplctn_thrptc,3,1,1,,312342,2,3,14841,v381_cmplctn_thrptc,3,2,"T80.9 - Unspecified complication following infusion, transfusion and therapeutic injection",381,ICD10,2,,,v381,,
v381_cmplctn_thrptc,_cmplctn_thrptc,,3,1,1,,312342,2,3,14841,v381_cmplctn_thrptc,3,2,"T80.9 - Unspecified complication following infusion, transfusion and therapeutic injection",381,ICD10,2,,,v381,,TRUE
v383_Dsrptn_clsfd_tf,_Dsrptn_clsfd_tf,v383_Dsrptn_clsfd,22,1,2,,312312,3,33,14822,v383_Dsrptn_clsfd,3,8,"T81.3 - Disruption of wound, not elsewhere classified",383,ICD10,3,,,v383,,
v383_Dsrptn_clsfd,_Dsrptn_clsfd,,22,1,2,,312312,3,33,14822,v383_Dsrptn_clsfd,3,8,"T81.3 - Disruption of wound, not elsewhere classified",383,ICD10,3,,,v383,,TRUE
v384_prcdr__ptnts_tf,_prcdr__ptnts_tf,v384_prcdr__ptnts,14,1,1,,312321,2,24,14830,v384_prcdr__ptnts,3,5,T81.4 - Infection following a procedure,384,ICD10,2,,,v384,,
v384_prcdr__ptnts,_prcdr__ptnts,,14,1,1,,312321,2,24,14830,v384_prcdr__ptnts,3,5,T81.4 - Infection following a procedure,384,ICD10,2,,,v384,,TRUE
v389_Unspcfd_cmplctn_tf,_Unspcfd_cmplctn_tf,v389_Unspcfd_cmplctn,2,1,1,,312343,2,2,14842,v389_Unspcfd_cmplctn,2,2,T81.9 - Unspecified complication of procedure,389,ICD10,2,,,v389,,
v389_Unspcfd_cmplctn,_Unspcfd_cmplctn,,2,1,1,,312343,2,2,14842,v389_Unspcfd_cmplctn,2,2,T81.9 - Unspecified complication of procedure,389,ICD10,2,,,v389,,TRUE
v391_cmplctn_elctrnc_tf,_cmplctn_elctrnc_tf,v391_cmplctn_elctrnc,4,1,1,,312339,2,6,14840,v391_cmplctn_elctrnc,2,3,T82.1 - Mechanical complication of cardiac electronic device,391,ICD10,2,,,v391,,
v391_cmplctn_elctrnc,_cmplctn_elctrnc,,4,1,1,,312339,2,6,14840,v391_cmplctn_elctrnc,2,3,T82.1 - Mechanical complication of cardiac electronic device,391,ICD10,2,,,v391,,TRUE
v393_Mchncl_cmplctn_tf,_Mchncl_cmplctn_tf,v393_Mchncl_cmplctn,6,1,1,,312339,2,6,14838,v393_Mchncl_cmplctn,2,5,T82.5 - Mechanical complication of other cardiac and vascular devices and implants,393,ICD10,2,,,v393,,
v393_Mchncl_cmplctn,_Mchncl_cmplctn,,6,1,1,,312339,2,6,14838,v393_Mchncl_cmplctn,2,5,T82.5 - Mechanical complication of other cardiac and vascular devices and implants,393,ICD10,2,,,v393,,TRUE
v395_inflmtr_ptnts_tf,_inflmtr_ptnts_tf,v395_inflmtr_ptnts,4,1,1,,312340,3,5,14840,v395_inflmtr_ptnts,3,1,"T82.7 - Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts",395,ICD10,3,,,v395,,
v395_inflmtr_ptnts,_inflmtr_ptnts,,4,1,1,,312340,3,5,14840,v395_inflmtr_ptnts,3,1,"T82.7 - Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts",395,ICD10,3,,,v395,,TRUE
v396_cmplctns_prsthtc_tf,_cmplctns_prsthtc_tf,v396_cmplctns_prsthtc,32,1,2,,312267,4,78,14812,v396_cmplctns_prsthtc,4,7,"T82.8 - Other specified complications of cardiac and vascular prosthetic devices, implants and grafts",396,ICD10,4,,,v396,,
v396_cmplctns_prsthtc,_cmplctns_prsthtc,,32,1,2,,312267,4,78,14812,v396_cmplctns_prsthtc,4,7,"T82.8 - Other specified complications of cardiac and vascular prosthetic devices, implants and grafts",396,ICD10,4,,,v396,,TRUE
v397_Unspcfd_cmplctn_tf,_Unspcfd_cmplctn_tf,v397_Unspcfd_cmplctn,3,1,2,,312342,2,3,14841,v397_Unspcfd_cmplctn,2,1,"T82.9 - Unspecified complication of cardiac and vascular prosthetic device, implant and graft",397,ICD10,2,,,v397,,
v397_Unspcfd_cmplctn,_Unspcfd_cmplctn,,3,1,2,,312342,2,3,14841,v397_Unspcfd_cmplctn,2,1,"T82.9 - Unspecified complication of cardiac and vascular prosthetic device, implant and graft",397,ICD10,2,,,v397,,TRUE
v398_inflmtr_prsthtc_tf,_inflmtr_prsthtc_tf,v398_inflmtr_prsthtc,7,1,1,,312331,3,14,14837,v398_inflmtr_prsthtc,3,5,"T83.5 - Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",398,ICD10,3,,,v398,,
v398_inflmtr_prsthtc,_inflmtr_prsthtc,,7,1,1,,312331,3,14,14837,v398_inflmtr_prsthtc,3,5,"T83.5 - Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",398,ICD10,3,,,v398,,TRUE
v401_inflmtr_prsths_tf,_inflmtr_prsths_tf,v401_inflmtr_prsths,1,1,1,,312344,2,1,14843,v401_inflmtr_prsths,2,1,T84.54 - Infection and inflammatory reaction due to internal left knee prosthesis,401,ICD10,2,,,v401,,
v401_inflmtr_prsths,_inflmtr_prsths,,1,1,1,,312344,2,1,14843,v401_inflmtr_prsths,2,1,T84.54 - Infection and inflammatory reaction due to internal left knee prosthesis,401,ICD10,2,,,v401,,TRUE
v405_inflmtr_prsthtc_tf,_inflmtr_prsthtc_tf,v405_inflmtr_prsthtc,6,1,2,,312339,2,6,14838,v405_inflmtr_prsthtc,3,3,"T84.7 - Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts",405,ICD10,2,,,v405,,
v405_inflmtr_prsthtc,_inflmtr_prsthtc,,6,1,2,,312339,2,6,14838,v405_inflmtr_prsthtc,3,3,"T84.7 - Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts",405,ICD10,2,,,v405,,TRUE
v406_gstrntstnl_tf,_gstrntstnl_tf,v406_gstrntstnl,4,1,1,,312338,2,7,14840,v406_gstrntstnl,2,4,"T85.5 - Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",406,ICD10,2,,,v406,,
v406_gstrntstnl,_gstrntstnl,,4,1,1,,312338,2,7,14840,v406_gstrntstnl,2,4,"T85.5 - Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",406,ICD10,2,,,v406,,TRUE
v407_inflmtr_prsthtc_tf,_inflmtr_prsthtc_tf,v407_inflmtr_prsthtc,5,1,1,,312340,2,5,14839,v407_inflmtr_prsthtc,2,2,"T85.7 - Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",407,ICD10,2,,,v407,,
v407_inflmtr_prsthtc,_inflmtr_prsthtc,,5,1,1,,312340,2,5,14839,v407_inflmtr_prsthtc,2,2,"T85.7 - Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",407,ICD10,2,,,v407,,TRUE
v409_ansths_ptnts_tf,_ansths_ptnts_tf,v409_ansths_ptnts,1,1,1,,312336,1,9,14843,v409_ansths_ptnts,1,1,T88.2 - Shock due to anesthesia,409,ICD10,1,,,v409,,
v409_ansths_ptnts,_ansths_ptnts,,1,1,1,,312336,1,9,14843,v409_ansths_ptnts,1,1,T88.2 - Shock due to anesthesia,409,ICD10,1,,,v409,,TRUE
v414_TRGLCRDS_mn,_TRGLCRDS_mn,v414_TRGLCRDS,2748,1,3,1,302647,1,9698,12096,v414_TRGLCRDS,,1,TRIGLYCERIDES,414,LOINC,3,2,,v414,,
v414_TRGLCRDS,_TRGLCRDS,,2748,1,3,1,302647,1,9698,12096,v414_TRGLCRDS,,1,TRIGLYCERIDES,414,LOINC,3,2,,v414,,TRUE
v415_Tmprtr_ptnts_mn,_Tmprtr_ptnts_mn,v415_Tmprtr_ptnts,9994,1,230,1,196885,1,115460,4850,v415_Tmprtr_ptnts,,1,Temperature (F),415,PAT_ENC,230,,,v415,,
v415_Tmprtr_ptnts,_Tmprtr_ptnts,,9994,1,230,1,196885,1,115460,4850,v415_Tmprtr_ptnts,,1,Temperature (F),415,PAT_ENC,230,,,v415,,TRUE
v416_Usg__ptnts_cd,_Usg__ptnts_cd,v416_Usg__ptnts,10001,3,1,1,215582,8,96763,4843,v416_Usg__ptnts,,23,Tobacco Usage,416,"PACK_PER_DAY,SMOKELESS_QUIT_DATE,SMOKELESS_TOB_USE,SMOKING_QUIT_DATE,SMOKING_TOB_USE,TOBACCO_USED_YEARS,TOBACCO_USER",8,,,v416,,
v416_Usg__ptnts,_Usg__ptnts,,10001,3,1,1,215582,8,96763,4843,v416_Usg__ptnts,,23,Tobacco Usage,416,"PACK_PER_DAY,SMOKELESS_QUIT_DATE,SMOKELESS_TOB_USE,SMOKING_QUIT_DATE,SMOKING_TOB_USE,TOBACCO_USED_YEARS,TOBACCO_USER",8,,,v416,,TRUE
v417_BN___ptnts_mn,_BN___ptnts_mn,v417_BN___ptnts,6195,1,34,1,269761,1,42584,8649,v417_BN___ptnts,,1,UREA NITROGEN (BUN),417,LOINC,34,3,,v417,,
v417_BN___ptnts,_BN___ptnts,,6195,1,34,1,269761,1,42584,8649,v417_BN___ptnts,,1,UREA NITROGEN (BUN),417,LOINC,34,3,,v417,,TRUE
v418_Pdstrn_cnvnc_tf,_Pdstrn_cnvnc_tf,v418_Pdstrn_cnvnc,3,1,1,,312342,1,3,14841,v418_Pdstrn_cnvnc,1,2,V00 - Pedestrian conveyance accident,418,ICD10,1,,,v418,,
v418_Pdstrn_cnvnc,_Pdstrn_cnvnc,,3,1,1,,312342,1,3,14841,v418_Pdstrn_cnvnc,1,2,V00 - Pedestrian conveyance accident,418,ICD10,1,,,v418,,TRUE
v419_UTMd___ptnts_cd,_UTMd___ptnts_cd,v419_UTMd___ptnts,4196,1,1,,258349,9,53996,10648,v419_UTMd___ptnts,,829,Visit Reason (UTMed),419,VR,9,,,v419,,
v419_UTMd___ptnts,_UTMd___ptnts,,4196,1,1,,258349,9,53996,10648,v419_UTMd___ptnts,,829,Visit Reason (UTMed),419,VR,9,,,v419,,TRUE
v420_stmblng_ptnts_tf,_stmblng_ptnts_tf,v420_stmblng_ptnts,343,1,3,,311716,3,629,14501,v420_stmblng_ptnts,5,43,"W00-W19 - Slipping, tripping, stumbling and falls (W00-W19)",420,ICD10,4,,,v420,,
v420_stmblng_ptnts,_stmblng_ptnts,,343,1,3,,311716,3,629,14501,v420_stmblng_ptnts,5,43,"W00-W19 - Slipping, tripping, stumbling and falls (W00-W19)",420,ICD10,4,,,v420,,TRUE
v423_obsrvtn_cndtns_tf,_obsrvtn_cndtns_tf,v423_obsrvtn_cndtns,43,1,1,,312244,2,101,14801,v423_obsrvtn_cndtns,4,1,Z03.8 - Encounter for observation for other suspected diseases and conditions ruled out,423,ICD10,2,,,v423,,
v423_obsrvtn_cndtns,_obsrvtn_cndtns,,43,1,1,,312244,2,101,14801,v423_obsrvtn_cndtns,4,1,Z03.8 - Encounter for observation for other suspected diseases and conditions ruled out,423,ICD10,2,,,v423,,TRUE
v424_dss__ptnts_tf,_dss__ptnts_tf,v424_dss__ptnts,117,1,2,,312181,3,164,14727,v424_dss__ptnts,5,1,Z11.59 - Encounter for screening for other viral diseases,424,ICD10,3,,,v424,,
v424_dss__ptnts,_dss__ptnts,,117,1,2,,312181,3,164,14727,v424_dss__ptnts,5,1,Z11.59 - Encounter for screening for other viral diseases,424,ICD10,3,,,v424,,TRUE
v425_spctd_cmncbl_tf,_spctd_cmncbl_tf,v425_spctd_cmncbl,14,1,2,,312329,3,16,14830,v425_spctd_cmncbl,3,1,Z20.828 - Contact with and (suspected) exposure to other viral communicable diseases,425,ICD10,3,,,v425,,
v425_spctd_cmncbl,_spctd_cmncbl,,14,1,2,,312329,3,16,14830,v425_spctd_cmncbl,3,1,Z20.828 - Contact with and (suspected) exposure to other viral communicable diseases,425,ICD10,3,,,v425,,TRUE
v426_Dpndnc_rsprtr_tf,_Dpndnc_rsprtr_tf,v426_Dpndnc_rsprtr,5,1,2,,312332,2,13,14839,v426_Dpndnc_rsprtr,2,1,Z99.1 - Dependence on respirator,426,ICD10,2,,,v426,,
v426_Dpndnc_rsprtr,_Dpndnc_rsprtr,,5,1,2,,312332,2,13,14839,v426_Dpndnc_rsprtr,2,1,Z99.1 - Dependence on respirator,426,ICD10,2,,,v426,,TRUE
